0.91764,1.7723459016176506,0.88799,1.7258450943567656
0.89439,1.3574802657539724,0.79992,1.226906424825745
0.85592,0.8634583632587451,0.55085,0.53349758498391
0.78889,0.2083181361949132,0.02964,5.834498855603687
0.69575,5.642400413213408,0.37608,1.94536178663125
0.62296,4.552400756506751,0.54976,1.3319822271128112
0.63745,3.406939597626546,0.60738,0.7873665457278474
0.69447,2.5424795899100814,0.60812,0.27650361221427655
0.73951,1.8875187826933546,0.57932,6.0157132502456045
0.76312,1.3546676676643834,0.53501,5.401968567847649
0.76893,0.8679944739846777,0.49206,4.662810459520838
0.7601,0.4273875005821113,0.47898,3.8688179458207195
0.73886,6.274106802542413,0.50735,3.076973234298105
0.7037,5.8056084204954255,0.56647,2.3418300813825805
0.65848,5.322670929546689,0.62829,1.7327541547337102
0.60438,4.791800239619955,0.68053,1.199436687728607
0.54658,4.1739793407539665,0.71955,0.6988834141065645
0.50277,3.511617290311232,0.74206,0.24605459808398322
0.48472,2.8096245721422406,0.75027,6.086568207355894
0.49733,2.098136390177771,0.7435,5.619269913702578
0.52958,1.4759102802797486,0.72103,5.1430219207108845
0.56743,0.9244321388088679,0.68133,4.618697088143756
0.602,0.4126499403782713,0.62251,3.9949017527152666
0.62532,6.242750391734008,0.55856,3.290800327744014
0.63577,5.810378056275274,0.51083,2.4844664163701147
0.62987,5.364061238224808,0.50279,1.6134122056737645
0.6037,4.914304376218661,0.52919,0.8504291313267593
0.55011,4.410180333479966,0.56243,0.20252626107217253
0.4603,3.784323066073169,0.58076,5.933143817728855
0.3417,2.825847582072452,0.56817,5.427417213670978
0.32327,1.4196726301878364,0.50705,4.98969736391706
0.47915,0.2297394347692645,0.37551,4.669637140357089
0.65338,5.7013867823442865,0.26715,4.956064869231131
0.76265,5.127691821225994,0.45816,5.122864240514975
0.8251,4.666362902680348,0.67842,4.775271448004794
0.86089,4.261490149448964,0.82016,4.34128485752089
0.87866,3.916098217125544,0.87862,3.956853400488864
